"PLAYER","BASE.SALARY","SIGN.BONUS","ALL.BONUSES","CAP.VALUE","SALARY","POSITION","TEAM","YEAR"
"McAllister, Deuce",320000,,,1030000,370000,"Running Back","saints","2002"
"Brown, Fakhir",375000,,,352941,352941,"Cornerback","saints","2002"
"Mitchell, Mel",225000,115500,,263500,340500,"Safety","saints","2002"
"Lewis, Michael (WR)",3e+05,,,323960,323960,"Wide Receiver","saints","2002"
"Holden, Curtis",3e+05,,,304320,304320,"Linebacker","saints","2002"
"Smith, Kenny",3e+05,,,458486,304320,"Defensive Tackle","saints","2002"
"Williams, Boo",3e+05,,,304320,304320,"Tight End","saints","2002"
"Hodge, Sedrick",3e+05,,,475896,304230,"Linebacker","saints","2002"
"Fenderson, James",3e+05,2500,,301700,302950,"Running Back","saints","2002"
"O'Sullivan, J.T.",225000,68000,,247666,293000,"Quarterback","saints","2002"
"Carroll, Travis",225000,6000,,228000,231000,"Linebacker","saints","2002"
"Knight, Roger",225000,,,229320,229320,"Linebacker","saints","2002"
"Miller, Bubba",525000,,,185294,216176,"Outside Linebacker","saints","2002"
"Jones, J.J.",225000,,,185294,185294,"Linebacker","saints","2002"
"Lewis, Derrick",225000,,,26471,26471,"Wide Receiver","saints","2002"
"Sullivan, Johnathan",849000,7400000,,1906142,8249000,"Defensive Tackle","saints","2003"
"Brooks, Aaron",1500000,5750000,,3733333,7500000,"Quarterback","saints","2003"
"Horn, Joe",7e+05,5100000,,5312500,7500000,"Wide Receiver","saints","2003"
"Gandy, Wayne",2e+06,5e+06,,2834333,7001000,"Outside Linebacker","saints","2003"
"Jones, Tebucky",1250000,5e+06,,1966385,6252100,"Safety","saints","2003"
"Sloan, David",1e+06,3750000,,3985294,4750000,"Tight End","saints","2003"
"Jacox, Kendyl",1100000,2500000,,2290000,4100000,"Outside Linebacker","saints","2003"
"Stallworth, Donte'",305000,2975000,,1521383,3283300,"Wide Receiver","saints","2003"
"Carter, Dale",1600000,1500000,,2114286,3150000,"Cornerback","saints","2003"
"Pathon, Jerome",550000,2500000,,1636233,3052900,"Wide Receiver","saints","2003"
"Conwell, Ernie",8e+05,2100000,,1222700,2902700,"Tight End","saints","2003"
"Ambrose, Ashley",755000,1500000,,1132500,2257500,"Cornerback","saints","2003"
"Stinchcomb, Jon",225000,1845000,,686250,2070000,"Outside Linebacker","saints","2003"
"Grant, Charles",313750,1650000,,1048750,2013750,"Defensive End","saints","2003"
"Smith, Darrin",1725000,,,2192000,1779500,"Linebacker","saints","2003"
"Lewis, Michael (WR)",375000,1e+06,,986632,1653300,"Wide Receiver","saints","2003"
"Folau, Spencer",875000,525000,,1525000,1425000,"Outside Linebacker","saints","2003"
"Thomas, Fred",1200000,,,1700000,1400000,"Cornerback","saints","2003"
"Whitehead, Willie",550000,5e+05,,1019066,1352400,"Defensive End","saints","2003"
"Carney, John",755000,5e+05,551400,906400,1306400,"Punter/Kicker","saints","2003"
"Riley, Victor",1e+06,,,1433333,1250000,"Outside Linebacker","saints","2003"
"Berger, Mitch",667500,450000,501000,838500,1198500,"Punter/Kicker","saints","2003"
"Bellamy, Jay",8e+05,,,1250000,1100000,"Safety","saints","2003"
"Ruff, Orlando",650000,375000,,825000,1075000,"Linebacker","saints","2003"
"Fontenot, Jerry",755000,250000,,1005000,1005000,"Outside Linebacker","saints","2003"
"Rodgers, Derrick",530000,470000,,970224,1001400,"Linebacker","saints","2003"
"Bouman, Todd",975000,,,1e+06,1e+06,"Quarterback","saints","2003"
"McAfee, Fred",755000,25000,,476900,781900,"Running Back","saints","2003"
"Green, Victor",755000,25000,,422059,780000,"Safety","saints","2003"
"Rasby, Walter",655000,25000,,476400,681400,"Tight End","saints","2003"
"Grant, Cie",225000,445000,,373333,670000,"Linebacker","saints","2003"
"Smith, Lamar",655000,,,132353,655000,"Running Back","saints","2003"
"Smith, Terrelle",605000,,,607600,607600,"Running Back","saints","2003"
"Howard, Darren",595000,,,885200,599200,"Defensive End","saints","2003"
"Holland, Montrae",225000,334000,,336333,559000,"Outside Linebacker","saints","2003"
"Bryant, Tony",530000,,,31176,530000,"Defensive End","saints","2003"
"Carter, Ki-Jana",530000,,,297059,530000,"Running Back","saints","2003"
"Brown, Fakhir",450000,,,454700,454700,"Cornerback","saints","2003"
"Gleason, Steve",450000,,,454700,454700,"Safety","saints","2003"
"Houser, Kevin",450000,,,479700,454700,"Tight End","saints","2003"
"McAllister, Deuce",4e+05,,,1110000,450000,"Running Back","saints","2003"
"Smith, Kenny",389000,,,548266,394100,"Defensive Tackle","saints","2003"
"Hodge, Sedrick",389000,,,565366,393700,"Linebacker","saints","2003"
"Fenderson, James",375000,,,380550,379300,"Running Back","saints","2003"
"Williams, Boo",375000,,,378900,378900,"Tight End","saints","2003"
"Harper, Deveron",375000,,,375000,375000,"Cornerback","saints","2003"
"Williams, Melvin",225000,112100,,262366,337100,"Defensive End","saints","2003"
"Bentley, LeCharles",3e+05,,,693100,305600,"Outside Linebacker","saints","2003"
"Mitchell, Mel",3e+05,,,343200,304700,"Safety","saints","2003"
"Knight, Roger",3e+05,,,304500,304500,"Linebacker","saints","2003"
"Allen, James D. (LB)",3e+05,,,464633,304300,"Linebacker","saints","2003"
"Craver, Keyuo",3e+05,,,306248,303400,"Cornerback","saints","2003"
"Green, Howard",3e+05,,,70588,3e+05,"Defensive Tackle","saints","2003"
"McGeoghan, Phil",3e+05,,,17647,3e+05,"Wide Receiver","saints","2003"
"O'Sullivan, J.T.",3e+05,,,264706,3e+05,"Quarterback","saints","2003"
"Hilton, Zach",225000,5000,,227500,230000,"Tight End","saints","2003"
"Setterstrom, Chad",225000,5000,,132500,230000,"Outside Linebacker","saints","2003"
"Frederick, Spencer",225000,,,130800,225800,"Tight End","saints","2003"
"Allen, Kenderick",225000,,,172059,225000,"Defensive Tackle","saints","2003"
"Gardner, Talman",225000,,,172059,225000,"Wide Receiver","saints","2003"
"Lewis, Derrick",225000,,,66176,225000,"Wide Receiver","saints","2003"
"Wagner, Terence",225000,,,39706,225000,"Outside Linebacker","saints","2003"
"Howard, Darren",6503000,,,6504600,6504600,"Defensive End","saints","2004"
"Thomas, Fred",750000,5e+06,,2100000,5850000,"Cornerback","saints","2004"
"Young, Brian",535000,3600000,,1835000,4535000,"Defensive Tackle","saints","2004"
"Sullivan, Johnathan",394583,4e+06,,2983496,4397783,"Defensive Tackle","saints","2004"
"Brooks, Aaron",3250000,,,5483333,3500000,"Quarterback","saints","2004"
"Smith, Will",230000,2100000,,1130000,2880000,"Defensive End","saints","2004"
"Gandy, Wayne",2750000,,,3583733,2750400,"Outside Linebacker","saints","2004"
"Jones, Tebucky",1e+06,1e+06,,2380951,2500000,"Safety","saints","2004"
"Rodgers, Derrick",710000,1650000,,3693333,2500000,"Linebacker","saints","2004"
"Riley, Victor",1750000,,,2433334,2400000,"Outside Linebacker","saints","2004"
"Pathon, Jerome",1500000,,,3333333,2250000,"Wide Receiver","saints","2004"
"McKenzie, Mike",2102941,,,2102941,2102941,"Cornerback","saints","2004"
"Bouman, Todd",725000,1255000,,1168333,2005000,"Quarterback","saints","2004"
"Folau, Spencer",8e+05,750000,,1250000,1750000,"Outside Linebacker","saints","2004"
"Williams, Boo",455000,1100000,,896666,1630000,"Tight End","saints","2004"
"Henderson, Devery",230000,1035000,,578750,1355000,"Wide Receiver","saints","2004"
"Bellamy, Jay",1e+06,,,1450000,1300000,"Safety","saints","2004"
"Watson, Courtney",230000,1052000,,440400,1282000,"Linebacker","saints","2004"
"Stecker, Aaron",535000,650000,,722500,1210000,"Running Back","saints","2004"
"Jacox, Kendyl",750000,,,1715000,1025000,"Outside Linebacker","saints","2004"
"Conwell, Ernie",925000,,,1420000,1e+06,"Tight End","saints","2004"
"Ruff, Orlando",9e+05,,,1075000,950000,"Linebacker","saints","2004"
"Whitehead, Willie",850000,,,1031666,865000,"Defensive End","saints","2004"
"Nesbit, Jamar",535000,3e+05,,660000,860000,"Outside Linebacker","saints","2004"
"Brown, Fakhir",535000,3e+05,,689400,839400,"Cornerback","saints","2004"
"Carney, John",760000,,51200,911200,811200,"Punter/Kicker","saints","2004"
"Ambrose, Ashley",760000,,,1137800,762800,"Cornerback","saints","2004"
"Berger, Mitch",667500,,25000,852500,762500,"Punter/Kicker","saints","2004"
"Craft, Jason",725000,,,750000,750000,"Cornerback","saints","2004"
"Horn, Joe",7e+05,,,3077800,702800,"Wide Receiver","saints","2004"
"Gleason, Steve",628000,,,632400,632400,"Safety","saints","2004"
"Smith, Kenny",628000,,,632000,632000,"Defensive Tackle","saints","2004"
"Bryant, Tony",535000,,,585000,585000,"Defensive End","saints","2004"
"Hall, Lamont",535000,,,470000,550000,"Tight End","saints","2004"
"Houser, Kevin",535000,,,564000,539000,"Long Snapper","saints","2004"
"McAfee, Fred",536471,,,321176,536471,"Running Back","saints","2004"
"McAllister, Deuce",470000,,,1180000,520000,"Running Back","saints","2004"
"Grant, Charles",452500,,,1187500,502500,"Defensive End","saints","2004"
"Stallworth, Donte'",435000,,,1698083,485000,"Wide Receiver","saints","2004"
"Hodge, Sedrick",480235,,,484235,480235,"Linebacker","saints","2004"
"Lewis, Michael (WR)",455000,,,746666,480000,"Wide Receiver","saints","2004"
"Montgomery, Delmonico",377647,25000,,62941,402647,"Cornerback","saints","2004"
"Green, Howard",380000,,,384400,384400,"Defensive Tackle","saints","2004"
"Knight, Roger",380000,,,384400,384400,"Linebacker","saints","2004"
"Mitchell, Mel",380000,,,422900,384400,"Safety","saints","2004"
"Allen, James D. (LB)",380000,,,544334,384000,"Linebacker","saints","2004"
"Bentley, LeCharles",380000,,,771500,384000,"Outside Linebacker","saints","2004"
"Leisle, Rodney",230000,125999,,271999,355999,"Defensive Tackle","saints","2004"
"Smith, Darrin",223529,120590,,294119,344119,"Linebacker","saints","2004"
"Karney, Mike",230000,114000,,268000,344000,"Running Back","saints","2004"
"Stinchcomb, Jon",305000,,,770650,309400,"Outside Linebacker","saints","2004"
"Grant, Cie",305000,,,457333,309000,"Linebacker","saints","2004"
"Holland, Montrae",305000,,,420333,309000,"Outside Linebacker","saints","2004"
"Gardner, Talman",305000,,,5728122,308600,"Wide Receiver","saints","2004"
"Bockwoldt, Colby",230000,25850,,238616,255850,"Linebacker","saints","2004"
"Hilton, Zach",155497,,,71765,159897,"Tight End","saints","2004"
"Smith, Shaun",153174,,,148824,153174,"Defensive Tackle","saints","2004"
"Melton, Terrence",67647,,,67647,67647,"Linebacker","saints","2004"
"O'Sullivan, J.T.",67059,,,89412,67059,"Quarterback","saints","2004"
"Fontenot, Jerry",,25000,25000,26200,25000,"Outside Linebacker","saints","2004"
"Strother, Billy",13050,,,13050,13050,"Linebacker","saints","2004"
"Horn, Joe",665000,7e+06,,4767200,8667200,"Wide Receiver","saints","2005"
"Howard, Darren",7804000,,,7807740,7807740,"Defensive End","saints","2005"
"McKenzie, Mike",550000,7e+06,,2150000,7750000,"Cornerback","saints","2005"
"McAllister, Deuce",6e+05,7e+06,,2710000,7650000,"Running Back","saints","2005"
"Mayberry, Jermane",665000,5500000,,2140000,6265000,"Offensive Guard","saints","2005"
"Brooks, Aaron",5500000,,,7733333,5750000,"Quarterback","saints","2005"
"Gandy, Wayne",5250000,,,6085423,5252090,"Offensive Tackle","saints","2005"
"Smith, Dwight",9e+05,3500000,3600000,1700000,4500000,"Safety","saints","2005"
"Smith, Will",305000,3350000,,1727500,3655000,"Defensive End","saints","2005"
"Craft, Jason",750000,1750000,,1237500,2550000,"Cornerback","saints","2005"
"Thomas, Fred",2150000,,,3500000,2250000,"Cornerback","saints","2005"
"Bellamy, Jay",8e+05,750000,825000,1125000,1625000,"Safety","saints","2005"
"Brown, Jammal",230000,,,1470000,1470000,"Offensive Tackle","saints","2005"
"Whitehead, Willie",1150000,,,1531668,1365000,"Defensive Tackle","saints","2005"
"Jacox, Kendyl",1325000,,,2040000,1350000,"Offensive Guard","saints","2005"
"Bullocks, Josh",230000,750000,970000,6e+05,1200000,"Safety","saints","2005"
"Conwell, Ernie",1125000,,,1620000,1200000,"Tight End","saints","2005"
"Stallworth, Donte'",1115000,,,2378083,1165000,"Wide Receiver","saints","2005"
"Young, Brian",950000,,,1900000,1e+06,"Defensive Tackle","saints","2005"
"Meier, Shad",540000,350000,,765000,940000,"Tight End","saints","2005"
"Williams, Boo",850000,,,1291666,925000,"Tight End","saints","2005"
"Berger, Mitch",770000,,25000,985000,895000,"Punter/Kicker","saints","2005"
"Bryant, Tony",540000,250000,,690000,815000,"Defensive End","saints","2005"
"Gleason, Steve",540000,250000,254840,628173,794840,"Safety","saints","2005"
"McAfee, Fred",765000,25000,,484510,794510,"Running Back","saints","2005"
"Bouman, Todd",750000,,,1193333,775000,"Quarterback","saints","2005"
"Carney, John",765000,,1870,866870,766870,"Punter/Kicker","saints","2005"
"Lewis, Michael (WR)",540000,2e+05,,1031668,765000,"Wide Receiver","saints","2005"
"Fincher, Alfred",230000,522000,,404000,752000,"Middle Linebacker","saints","2005"
"Houser, Kevin",540000,2e+05,,590000,750000,"Long Snapper","saints","2005"
"Hakim, Az-Zahir",690000,25000,,715000,715000,"Wide Receiver","saints","2005"
"Stecker, Aaron",675000,,,862500,7e+05,"Running Back","saints","2005"
"Smith, Antowain",665000,25000,,482090,692090,"Running Back","saints","2005"
"McKinnon, Ronald",665000,25000,,480000,690000,"Middle Linebacker","saints","2005"
"Mitchell, Mel",656000,,5280,661280,661280,"Safety","saints","2005"
"Allen, James D. (LB)",455000,201000,205400,660400,660400,"Outside Linebacker","saints","2005"
"Grant, Charles",591250,,,1326250,641250,"Defensive End","saints","2005"
"Brown, Fakhir",540000,,,768080,618080,"Cornerback","saints","2005"
"Sullivan, Johnathan",476833,,,3192546,606833,"Defensive Tackle","saints","2005"
"Henderson, Devery",305000,285000,,663810,595060,"Wide Receiver","saints","2005"
"Hall, Lamont",540000,25000,,485280,570280,"Tight End","saints","2005"
"Hodge, Sedrick",540000,,25000,565000,565000,"Outside Linebacker","saints","2005"
"Nesbit, Jamar",540000,,,665000,565000,"Offensive Tackle","saints","2005"
"Slaughter, T.J.",540000,25000,25000,480000,565000,"Outside Linebacker","saints","2005"
"Stinchcomb, Jon",460000,,,921250,460000,"Offensive Tackle","saints","2005"
"Bentley, LeCharles",455000,,,844150,456650,"Center","saints","2005"
"Lyman, Chase",135000,318000,,241000,453000,"Wide Receiver","saints","2005"
"Hilton, Zach",380000,,,4e+05,4e+05,"Tight End","saints","2005"
"Holland, Montrae",380000,,,496284,384950,"Offensive Guard","saints","2005"
"Craver, Keyuo",380000,,,,380000,"Cornerback","saints","2005"
"McPherson, Adrian",230000,125775,,271925,355775,"Quarterback","saints","2005"
"Bockwoldt, Colby",305000,,5280,318896,310280,"Outside Linebacker","saints","2005"
"Melton, Terrence",305000,,5280,310280,310280,"Outside Linebacker","saints","2005"
"Leisle, Rodney",305000,,,352169,310170,"Defensive Tackle","saints","2005"
"Karney, Mike",305000,,4180,347180,309180,"Running Back","saints","2005"
"Watson, Courtney",305000,,,519580,309180,"Middle Linebacker","saints","2005"
"Poole, Nate",283824,,,283824,283824,"Wide Receiver","saints","2005"
"Thomas, Anthony",254118,,,214118,254118,"Running Back","saints","2005"
"Archibald, Ben",230000,9180,,234590,239180,"Offensive Tackle","saints","2005"
"Booker, Fred",162924,,,148824,162924,"Cornerback","saints","2005"
"Thomas, Joey",143529,,,161471,143529,"Cornerback","saints","2005"
"Moore, Lance",114076,,,94706,114076,"Wide Receiver","saints","2005"
"Jefferson, Jason",,69700,69700,23233,69700,"Defensive Tackle","saints","2005"
"Jefferson, Jason",,69700,69700,23233,69700,"Defensive Tackle","saints","2005"
"Williams, Jimmy Ray (CB)",,25000,25000,28410,25000,"Cornerback","saints","2005"
"Ladouceur, L.P.",,5000,5000,2500,5000,"Long Snapper","saints","2005"
"Brees, Drew",1900000,8e+06,,6e+06,2.2e+07,"Quarterback","saints","2006"
"McAllister, Deuce",1450000,,,5855000,7050000,"Running Back","saints","2006"
"Brown, Jammal",350000,,,1546840,6314840,"Outside Linebacker","saints","2006"
"Fujita, Scott",1e+06,4e+06,,2004400,5004400,"Linebacker","saints","2006"
"Horn, Joe",1635000,,,4735000,3335000,"Wide Receiver","saints","2006"
"Thomas, Fred",1900000,,,4150000,2900000,"Cornerback","saints","2006"
"Bush, Reggie",275000,,,2700000,2700000,"Running Back","saints","2006"
"McKenzie, Mike",1500000,,,4025000,2625000,"Cornerback","saints","2006"
"Grant, Charles",2187500,,,2922500,2237500,"Defensive End","saints","2006"
"Young, Brian",1950000,,,2900000,2e+06,"Defensive Tackle","saints","2006"
"Whitehead, Willie",965000,750000,,1265000,1765000,"Defensive Tackle","saints","2006"
"Conwell, Ernie",1600000,,,2095000,1675000,"Tight End","saints","2006"
"Karney, Mike",425000,1200000,,707180,1629180,"Running Back","saints","2006"
"Campbell, Mark",6e+05,8e+05,,916666,1450000,"Tight End","saints","2006"
"Craft, Jason",1e+06,,,1987500,1450000,"Cornerback","saints","2006"
"Goodwin, Jonathan",8e+05,6e+05,,1150000,1450000,"Outside Linebacker","saints","2006"
"Bullocks, Josh",350000,,,757120,1364620,"Safety","saints","2006"
"Harper, Roman",275000,880000,,604000,1264000,"Safety","saints","2006"
"Lewis, Michael (WR)",6e+05,5e+05,,866666,1200000,"Wide Receiver","saints","2006"
"Nesbit, Jamar",710000,4e+05,,1035000,1135000,"Outside Linebacker","saints","2006"
"Simoneau, Mark",1100000,,,1100000,1100000,"Linebacker","saints","2006"
"Stecker, Aaron",1e+06,,,1187500,1025000,"Running Back","saints","2006"
"Martin, Jamie",810000,2e+05,,912420,1012420,"Quarterback","saints","2006"
"Carney, John",810000,,1210,911210,811210,"Punter/Kicker","saints","2006"
"Berger, Mitch",810000,,880,960880,810880,"Punter/Kicker","saints","2006"
"Stoutmire, Omar",710000,40000,,469730,754730,"Safety","saints","2006"
"Holland, Montrae",721600,,,725780,725780,"Outside Linebacker","saints","2006"
"Groce, DeJuan",721600,,,721600,721600,"Cornerback","saints","2006"
"Lake, Antwan",721600,,,721600,721600,"Defensive Tackle","saints","2006"
"Shanle, Scott",721600,,,721600,721600,"Linebacker","saints","2006"
"Allen, James D. (LB)",585000,1e+05,,710000,710000,"Linebacker","saints","2006"
"Clark, Danny",585000,40000,,625000,625000,"Linebacker","saints","2006"
"Evans, Jahri",275000,346300,,390433,621300,"Outside Linebacker","saints","2006"
